date_key,product_key,location_key,daily_unit_sales,daily_unit_sales_kg,daily_unit_returns_kg,stock_available,stock_out_flag,delivery_time_hours,points_of_distribution,previous_year_sales,previous_year_returns,previous_year_pod,price_per_unit,revenue
20221107,3,24,1987,881.4,19,1712,0,11,190,1910,25,55,60,119220
20220106,1,62,1352,735.07,45,1548,0,5,54,1253,42,171,25,33800
20220716,1,17,1499,641.09,35,2850,0,11,183,1581,28,129,25,37475
20221217,5,54,714,346.32,12,2027,1,4,129,624,13,113,100,71400
20220513,1,50,681,339.39,46,995,1,6,111,781,40,65,25,17025
20221224,7,43,508,276.94,62,2981,0,10,148,537,55,162,20,10160
20220916,7,7,1630,910.79,66,2238,0,9,152,1607,56,172,20,32600
20220123,2,14,1367,803.22,46,849,0,7,166,1441,49,81,30,41010
20220222,4,8,1796,903.04,54,800,1,8,112,1670,61,114,70,125720
20220614,6,15,1724,882.65,33,1814,0,8,92,1768,40,191,300,517200
20220721,4,63,1221,675.19,36,889,0,7,128,1226,37,175,70,85470
20220324,1,28,745,368.88,28,1995,0,4,179,790,24,152,25,18625
20220525,3,38,783,321.03,14,2092,1,10,135,820,9,100,60,46980
20220326,6,36,1602,858.87,55,2656,0,4,177,1520,47,120,300,480600
20220319,1,52,1468,833.38,35,2245,1,5,176,1460,23,150,25,36700
20220101,4,54,1428,581.05,46,1196,0,7,67,1472,38,81,70,99960
20220220,6,53,1205,658.99,34,957,0,5,151,1179,23,118,300,361500
20220622,5,46,1190,518.93,22,1910,0,7,127,1107,15,77,100,119000
20220724,6,47,965,428.51,61,2184,0,7,58,891,58,100,300,289500
20220917,7,12,744,297.64,66,2479,0,11,105,822,60,127,20,14880
20221015,7,1,1033,476.14,26,2804,0,4,140,907,21,147,20,20660
20220203,1,44,1122,471.92,50,2545,0,10,79,1006,48,129,25,28050
20221214,2,54,1562,886.29,54,2739,0,8,117,1481,63,77,30,46860
20220405,5,31,885,495.1,35,1175,0,5,90,934,27,131,100,88500
20220313,1,34,1422,772.29,75,2822,0,9,118,1409,75,108,25,35550
20220208,1,37,885,439.91,46,1694,0,7,73,902,50,141,25,22125
20220603,5,9,1193,584.66,57,841,0,9,173,1277,51,63,100,119300
20220907,4,7,1419,762.55,66,1663,0,8,63,1365,58,122,70,99330
20220611,2,21,1113,607.48,53,2279,0,5,60,1183,53,169,30,33390
20220428,4,7,745,437.52,47,2710,0,10,193,741,45,136,70,52150
20220916,4,42,1215,723.06,31,2593,1,4,75,1096,23,156,70,85050
20221102,3,35,1080,462.41,39,2402,0,10,121,1138,36,174,60,64800
20220925,2,14,1942,1048.5,60,2646,0,11,83,1921,58,175,30,58260
20220223,5,36,1833,956.29,27,2476,0,7,62,1914,36,96,100,183300
20220824,3,17,646,385.4,63,1539,0,10,180,572,73,51,60,38760
20220810,5,60,1757,877.45,34,941,0,9,130,1840,25,164,100,175700
20220908,1,62,964,574.27,49,1920,0,10,66,824,43,130,25,24100
20221109,4,63,1221,570.88,32,1493,0,10,72,1217,40,116,70,85470
20220422,3,9,1057,427.92,54,2456,0,10,67,960,44,76,60,63420
20220912,7,54,1013,574.84,48,2903,0,7,113,1043,41,168,20,20260
20221030,1,54,540,223.04,66,2342,0,9,185,458,72,190,25,13500
20220726,6,60,1360,777.36,41,2353,0,8,87,1285,32,121,300,408000
20220817,2,29,527,298.69,25,1619,0,5,189,545,20,71,30,15810
20221207,5,53,878,429.43,58,1831,0,5,143,772,50,64,100,87800
20220307,7,63,1189,603.68,47,2982,1,10,84,1239,43,85,20,23780
20220316,2,27,594,318.38,27,2835,0,6,134,540,19,72,30,17820
20220413,7,3,1126,519.18,60,911,0,4,121,1088,55,98,20,22520
20220711,3,63,1945,1050.38,16,2972,0,4,78,1932,12,72,60,116700
20220909,4,55,605,327.52,54,2074,0,4,157,686,45,86,70,42350
20220814,7,18,1083,643.02,56,1564,0,4,74,1157,60,155,20,21660
20221021,3,29,1424,845,45,2025,0,8,90,1397,54,134,60,85440
20221102,6,8,1492,600.31,53,2101,0,10,130,1493,51,120,300,447600
20220408,3,31,515,210.32,74,1502,1,5,189,426,75,132,60,30900
20221204,6,14,941,385.54,36,2228,0,7,107,963,24,130,300,282300
20221013,4,33,525,220.36,42,1469,0,10,60,467,47,60,70,36750
20221201,7,52,1856,1066.87,75,827,0,9,56,1942,75,73,20,37120
20221213,6,8,1462,850.31,79,1150,1,5,189,1481,81,97,300,438600
20221104,6,3,1060,471.38,65,2880,0,9,102,1112,62,127,300,318000
20220906,6,44,835,372.87,69,1555,1,9,109,814,67,79,300,250500
20220615,3,56,1350,750.74,34,2109,0,9,90,1357,20,113,60,81000
20221201,6,39,1109,488.24,23,2202,0,4,74,1079,29,151,300,332700
20220130,3,17,1385,759.4,49,1725,1,10,84,1254,59,127,60,83100
20220904,4,53,1561,797.65,47,2443,1,10,148,1648,56,181,70,109270
20220416,6,18,1638,937.62,26,2356,0,11,175,1654,16,54,300,491400
20220220,1,27,730,415.74,27,968,0,11,87,787,13,124,25,18250
20220322,3,1,850,370.05,32,974,0,8,158,758,23,117,60,51000
20220513,6,52,779,376.77,45,2938,0,10,87,717,52,143,300,233700
20221012,5,30,1561,741.91,68,2915,0,8,129,1509,65,60,100,156100
20220518,5,31,1685,790.07,23,2735,1,6,145,1780,32,105,100,168500
20220703,7,62,1659,888.26,36,1969,0,6,158,1593,22,59,20,33180
20221126,3,47,1493,647.43,63,990,0,9,150,1521,66,103,60,89580
20220930,7,37,1782,868.21,42,2333,1,11,132,1832,31,139,20,35640
20221206,1,29,1604,722.29,28,1234,0,10,118,1611,22,156,25,40100
20220310,6,24,685,307.77,51,1299,0,11,150,783,47,147,300,205500
20220203,2,17,1673,678.02,68,2392,0,10,109,1701,55,104,30,50190
20220919,5,62,1219,623.17,65,1646,0,4,118,1136,67,75,100,121900
20220222,7,26,1551,648.2,24,884,0,5,148,1521,23,140,20,31020
20220724,1,25,1512,862.89,47,979,0,9,70,1468,49,195,25,37800
20220506,7,14,940,408.12,47,1570,0,8,72,904,36,132,20,18800
20220823,1,32,1322,556.52,48,1600,0,11,197,1255,56,144,25,33050
20220212,2,40,1709,974.23,54,2926,0,9,65,1778,63,191,30,51270
20220828,4,60,1774,1029.26,17,2455,0,7,97,1677,8,80,70,124180
20220421,6,42,1684,901.91,17,1611,0,9,148,1661,13,55,300,505200
20220906,2,8,1079,617.13,44,1525,0,7,149,1178,51,121,30,32370
20220531,6,10,997,548.01,59,2236,1,6,140,961,65,86,300,299100
20220702,1,14,591,252.3,66,1144,0,9,139,684,53,64,25,14775
20221202,6,60,1786,912.68,73,1567,0,11,51,1759,64,141,300,535800
20220405,5,29,1772,979.78,63,1866,0,8,50,1673,49,193,100,177200
20220108,1,4,1389,683.06,31,1818,1,6,123,1251,17,56,25,34725
20221226,1,60,1263,617.89,61,1805,0,5,66,1119,58,51,25,31575
20220703,3,8,1216,586.96,57,2790,1,6,142,1236,48,92,60,72960
20221008,1,32,1274,751.84,72,2277,0,6,190,1272,75,135,25,31850
20220714,4,6,1252,578.07,71,2651,0,5,140,1339,66,152,70,87640
20221218,1,32,744,405.84,65,2040,0,7,180,844,59,111,25,18600
20220714,5,30,1571,857.09,78,2311,0,10,140,1439,83,163,100,157100
20220604,3,12,677,297.26,35,2574,0,5,127,528,45,155,60,40620
20220403,6,3,1712,864.37,19,1088,0,4,193,1680,28,173,300,513600
20220609,4,3,1930,959.75,66,2834,0,8,133,1934,67,145,70,135100
20220302,1,32,811,352.74,79,1972,0,9,91,710,80,194,25,20275
20220502,3,28,1297,606.76,62,2096,0,8,154,1294,60,196,60,77820
20220220,2,25,1903,944.82,74,1370,1,11,167,1871,80,80,30,57090
20221004,5,17,1727,965.1,57,2893,1,11,180,1819,57,91,100,172700
20220105,6,25,1005,504.33,68,2152,0,8,178,861,69,114,300,301500
20220402,1,59,1645,689.9,63,1478,0,10,61,1503,62,129,25,41125
20220619,4,15,1945,823.89,75,2613,0,10,145,1819,73,166,70,136150
20221113,6,46,1467,603,29,1331,0,11,151,1543,36,108,300,440100
20220122,7,45,800,329.58,47,1741,0,4,56,759,52,64,20,16000
20221122,6,42,935,428.52,43,2045,0,11,56,901,36,179,300,280500
20220101,4,8,1826,1043.5,40,1503,0,8,162,1809,47,128,70,127820
20220513,1,2,1798,961.18,43,1275,0,5,195,1726,40,105,25,44950
20220821,5,20,1603,958.68,67,2676,0,8,93,1477,72,191,100,160300
20220112,1,54,992,514.45,61,2386,0,7,115,952,59,147,25,24800
20221212,2,15,1169,483.07,57,1649,0,4,196,1054,53,91,30,35070
20220215,1,34,1482,640.33,13,2964,0,6,124,1570,10,74,25,37050
20220203,6,32,1989,828.02,53,1965,0,5,79,2008,52,126,300,596700
20220319,6,44,1159,597.37,44,1170,0,7,104,1065,47,108,300,347700
20220806,4,56,1651,725.81,16,2371,0,5,102,1642,18,136,70,115570
20221028,7,50,1893,890.33,58,1945,0,6,80,1902,44,141,20,37860
20220314,4,30,830,473.59,10,1329,0,8,69,737,10,111,70,58100
20221009,3,56,977,519.27,67,1129,0,4,71,907,59,145,60,58620
20220906,1,14,1645,885.87,61,2472,0,7,110,1496,64,53,25,41125
20220216,2,48,1298,727.24,67,1426,0,4,64,1171,53,154,30,38940
20220501,7,52,1274,653.33,24,1010,1,4,196,1248,24,128,20,25480
20220802,6,29,1610,673.66,71,2677,1,10,59,1562,59,78,300,483000
20220827,5,37,1875,768.95,22,1171,0,6,134,1923,31,117,100,187500
20220225,3,43,692,278.94,66,2398,0,6,158,767,65,61,60,41520
20221216,3,17,832,344.28,23,2012,0,5,88,892,9,157,60,49920
20220417,6,42,1176,674.05,41,2319,1,5,175,1113,51,54,300,352800
20221115,5,44,533,242.19,26,924,0,8,64,392,19,102,100,53300
20220217,2,23,648,377.34,75,2930,1,5,63,734,66,83,30,19440
20220302,3,11,919,428.17,18,2088,0,9,85,903,21,52,60,55140
20221203,2,61,1493,834.45,37,1965,0,6,64,1543,24,159,30,44790
20220126,5,31,507,230.44,71,1317,0,10,55,381,67,116,100,50700
20221019,6,51,886,359.79,57,1764,0,7,62,835,56,106,300,265800
20220914,1,11,899,475.8,30,1234,0,9,183,927,40,125,25,22475
20220108,3,6,1197,547.78,15,1225,0,9,197,1149,24,139,60,71820
20220423,6,10,1323,778.45,19,1424,0,9,104,1200,13,83,300,396900
20221221,5,62,1628,658.46,31,2611,0,10,163,1710,26,188,100,162800
20220910,2,14,1424,641.43,54,1933,0,11,151,1439,51,130,30,42720
20220629,2,22,1574,695.88,67,2057,0,8,144,1664,56,193,30,47220
20220726,2,39,1392,778.29,28,2681,0,11,160,1317,17,104,30,41760
20221030,4,60,945,402.24,57,2021,0,8,54,868,44,67,70,66150
20220507,3,6,839,486.9,39,830,0,11,142,813,34,103,60,50340
20220225,4,61,1448,664.31,43,2960,0,8,175,1326,51,66,70,101360
20220802,5,60,1712,1007.61,15,2601,0,4,78,1626,13,100,100,171200
20220114,6,16,1250,504.83,20,2397,1,7,87,1308,10,198,300,375000
20220128,3,13,1486,882.97,55,1044,0,10,120,1460,45,50,60,89160
20220319,3,28,716,403.98,17,1074,0,10,128,781,5,93,60,42960
20220804,5,41,1678,709.38,63,1046,1,8,168,1744,59,56,100,167800
20221231,1,26,741,390.32,60,1087,0,10,197,760,53,101,25,18525
20220603,6,7,1353,601.8,62,2486,0,10,186,1341,66,103,300,405900
20220114,1,55,1588,865.31,13,2066,0,7,138,1455,7,185,25,39700
20220706,5,7,1487,746.14,55,2863,0,6,153,1483,48,84,100,148700
20221108,4,44,612,339.31,24,2192,0,8,150,608,26,147,70,42840
20220107,7,51,1557,883.42,64,1101,0,4,161,1501,71,110,20,31140
20220103,6,50,1668,953.82,59,1978,1,5,153,1693,48,65,300,500400
20220421,7,4,511,249.16,60,1832,0,9,98,608,56,140,20,10220
20220826,5,22,955,494.65,40,1033,0,10,71,925,36,148,100,95500
20221229,4,42,537,313.79,57,1361,0,5,91,601,56,98,70,37590
20220827,1,1,545,239.73,38,2609,0,5,102,645,25,110,25,13625
20221001,5,37,1751,704.24,40,2795,0,8,199,1829,31,192,100,175100
20221021,4,7,909,390.37,29,1943,0,4,192,973,35,122,70,63630
20220815,1,56,1820,754.49,71,1200,0,6,56,1848,71,148,25,45500
20220115,4,44,1901,1118.51,12,1107,0,8,168,1834,22,117,70,133070
20220711,1,14,1424,799.77,71,2060,0,4,114,1279,67,112,25,35600
20220429,3,5,1493,686.58,73,838,0,9,137,1442,81,158,60,89580
20220128,4,37,1722,748.82,76,2879,0,4,150,1579,79,191,70,120540
20220721,6,53,691,309.25,23,1912,0,7,144,775,13,126,300,207300
20220208,6,31,1603,710.28,57,2076,0,7,91,1588,44,158,300,480900
20220930,4,13,1476,768.53,37,1019,0,8,124,1521,44,101,70,103320
20220819,4,36,1998,1074.71,54,2520,0,11,187,1866,53,79,70,139860
20220327,3,56,1392,835.01,42,1296,1,7,192,1457,38,81,60,83520
20220506,6,2,685,342.88,63,1482,0,5,159,662,71,120,300,205500
20221027,6,37,784,403.04,54,2201,0,6,64,709,48,59,300,235200
20220125,4,19,1081,616.48,54,2595,0,10,73,966,42,75,70,75670
20220525,1,44,1804,830.42,67,1007,0,7,55,1879,61,152,25,45100
20220113,3,32,1706,861.39,54,836,1,8,133,1735,50,198,60,102360
20220731,3,10,604,339.25,67,841,0,7,64,658,57,107,60,36240
20220125,7,58,1490,634.08,48,2236,1,7,167,1577,56,79,20,29800
20220309,6,31,1613,753.31,78,1308,0,11,102,1605,67,121,300,483900
20220308,7,1,1794,771.81,73,829,0,10,65,1784,76,156,20,35880
20220821,1,47,878,412.91,36,1397,0,9,198,880,41,148,25,21950
20220419,3,55,585,315.85,48,1398,0,10,74,522,35,144,60,35100
20220526,6,44,1965,920.76,19,1841,0,11,124,1868,29,174,300,589500
20220421,2,20,1008,602.01,54,2965,0,10,123,998,58,152,30,30240
20220816,7,50,1085,599.38,66,1361,0,4,59,1031,56,192,20,21700
20220421,1,47,1327,588.07,40,1413,0,7,100,1297,37,50,25,33175
20220203,3,56,684,315.95,59,1665,0,8,144,776,50,70,60,41040
20220421,2,43,1488,728.2,53,2233,0,11,86,1513,40,75,30,44640
20220921,7,39,1148,500.46,38,1661,0,6,162,1050,27,123,20,22960
20220824,6,17,1778,1065.64,24,1921,0,6,194,1723,21,161,300,533400
20220324,6,38,1216,547.87,64,2787,0,5,116,1233,65,67,300,364800
20220211,7,44,1704,717,36,961,0,10,67,1784,28,53,20,34080
20220411,4,4,1856,962.02,38,1650,1,11,130,1936,27,64,70,129920
20220106,1,40,549,302.44,41,1512,0,5,103,523,37,183,25,13725
20220629,5,29,1589,837.1,52,1968,0,6,192,1609,52,118,100,158900
20221009,6,16,1347,804.64,51,2340,0,8,157,1425,49,186,300,404100
20221116,1,35,1799,985.62,66,1119,0,4,158,1659,60,149,25,44975
20220814,2,30,1537,655.56,68,2992,0,9,142,1634,73,112,30,46110
20221111,3,39,784,351.32,32,1633,0,4,149,824,27,101,60,47040
20221231,4,45,1177,501.55,64,2823,1,10,71,1111,52,107,70,82390
20220817,6,41,1041,570.41,27,1318,0,9,67,1001,13,57,300,312300
20221016,7,39,573,232.7,57,1277,1,11,177,562,53,81,20,11460
20220530,1,26,877,398.69,22,2524,0,5,175,946,20,81,25,21925
20221004,4,37,1675,905,13,2425,1,6,150,1718,16,74,70,117250
20220717,2,42,1802,770.69,68,2507,0,7,184,1857,70,82,30,54060
20220311,4,3,839,344.94,43,1976,0,4,198,752,41,180,70,58730
20220422,7,49,1975,1051.91,16,1580,0,5,88,1929,8,68,20,39500
20220104,3,45,1087,591.73,56,1540,1,5,67,1080,62,97,60,65220
20221216,4,26,767,342.23,43,1848,0,9,190,698,37,127,70,53690
20221127,6,11,939,515.21,17,1318,0,6,161,971,24,139,300,281700
20221114,1,13,1565,707.78,35,2461,1,10,154,1498,33,63,25,39125
20221216,7,34,969,548.89,52,867,0,5,101,913,61,140,20,19380
20220405,7,36,824,404.26,42,2174,0,11,102,851,36,162,20,16480
20220601,1,4,1125,485.58,72,1675,0,4,118,1142,62,168,25,28125
20221107,3,23,571,277.4,29,1270,0,8,56,484,36,182,60,34260
20220517,4,56,1406,837.31,24,1159,1,11,79,1485,10,167,70,98420
20220904,7,49,1351,791.14,24,2574,1,7,118,1357,16,126,20,27020
20220831,5,55,1694,973.77,31,2728,0,6,179,1653,36,89,100,169400
20220131,4,10,1970,811.82,25,1889,0,6,135,1876,18,178,70,137900
20220209,3,5,1439,792.15,46,1014,0,5,81,1423,50,145,60,86340
20220817,7,17,1438,860.9,12,1570,0,8,112,1428,15,67,20,28760
20220205,1,8,1334,669.6,71,1741,0,4,75,1280,76,71,25,33350
20220811,6,4,952,566.87,60,2726,0,5,94,926,49,164,300,285600
20220106,1,60,1178,627.16,32,2152,0,9,184,1262,20,175,25,29450
20221118,4,5,1445,598.14,11,2964,0,9,94,1537,16,55,70,101150
20220808,4,29,733,343.03,62,2608,0,10,145,813,55,195,70,51310
20220316,7,50,756,417.15,17,2976,0,5,50,633,8,103,20,15120
20220104,3,62,599,267.93,39,2153,0,6,187,558,36,172,60,35940
20221201,3,35,743,441.93,15,1655,0,7,111,737,21,132,60,44580
20220514,1,12,555,252.43,43,2048,0,6,172,594,44,94,25,13875
20220428,6,24,1332,739.14,18,2228,0,8,138,1183,12,121,300,399600
20220404,5,61,1683,943.58,30,2542,0,10,135,1542,31,163,100,168300
20220303,3,14,1300,679.65,23,2581,0,4,87,1171,16,87,60,78000
20220713,1,28,1842,881.2,68,1703,0,8,164,1762,74,98,25,46050
20221201,5,35,1590,897.01,10,2760,0,10,183,1514,-1,126,100,159000
20220722,5,45,1015,465.45,73,2471,0,8,142,1111,63,153,100,101500
20220126,5,19,1604,716.22,18,2854,0,6,100,1462,5,122,100,160400
20220622,5,20,509,259.58,59,1390,0,5,116,593,54,185,100,50900
20221027,1,2,1839,800.26,71,2168,0,7,117,1862,68,87,25,45975
20220513,3,15,1467,625.94,16,1950,0,4,178,1453,19,106,60,88020
20221122,4,44,1718,891.92,74,2813,0,7,189,1610,64,123,70,120260
20220428,6,6,1750,976.95,74,2640,0,9,75,1633,76,198,300,525000
20221120,3,3,594,342.71,72,2918,0,6,169,480,67,100,60,35640
20221002,1,21,1666,763.84,48,898,1,5,171,1650,49,116,25,41650
20220731,6,5,1741,729.71,26,1252,1,11,64,1667,31,176,300,522300
20220813,2,14,927,494.92,36,935,0,10,199,982,42,193,30,27810
20220120,6,45,578,336.05,32,881,0,10,198,677,21,121,300,173400
20220423,7,41,723,421.08,77,2556,0,7,131,642,76,146,20,14460
20220520,5,37,1914,1069.25,10,2878,1,11,118,1800,2,108,100,191400
20220216,4,15,613,251.55,68,1041,0,4,196,532,54,91,70,42910
20220101,6,58,1365,677.93,40,1961,0,11,124,1361,31,197,300,409500
20220331,2,8,1650,798.79,24,1118,0,8,54,1626,32,134,30,49500
20220522,7,21,951,480.69,71,2671,0,5,170,928,67,55,20,19020
20221116,2,53,1227,601.56,58,1459,0,4,100,1157,52,123,30,36810
20220207,1,7,1983,855.17,73,847,0,6,168,2019,66,85,25,49575
20221020,6,23,1986,1066.67,28,2886,1,7,132,1912,27,85,300,595800
20220519,6,51,1649,917.17,60,2460,0,8,158,1745,46,73,300,494700
20221222,6,48,720,368.12,47,1817,1,11,137,622,40,70,300,216000
20221129,5,40,1671,987.52,19,2763,0,5,183,1543,28,171,100,167100
20220916,5,2,887,355.88,22,1166,1,10,69,794,29,128,100,88700
20220610,7,46,921,434.4,70,1408,0,5,180,929,66,140,20,18420
20220627,5,26,1646,854.2,44,1824,0,7,125,1535,32,143,100,164600
20220110,7,33,560,263.14,27,1493,0,10,71,515,22,179,20,11200
20220918,3,9,791,396.57,25,1564,0,6,105,680,34,105,60,47460
20220518,1,2,1066,541.97,59,2267,0,6,161,1098,68,65,25,26650
20220621,3,28,1450,696.94,52,1170,1,4,172,1370,56,188,60,87000
20220113,5,52,577,300.51,59,1934,0,6,182,578,57,195,100,57700
20220617,3,61,1298,605.09,30,2493,0,8,153,1226,26,133,60,77880
20220510,3,25,1184,621.81,68,2597,0,8,62,1192,74,74,60,71040
20220325,1,62,1483,749.02,29,2718,0,10,75,1530,30,188,25,37075
20221117,7,55,1500,714.75,36,2934,0,6,191,1549,25,162,20,30000
20221115,7,42,1154,575.76,23,1714,0,8,90,1180,21,62,20,23080
20220411,7,45,1678,699.88,35,1566,0,7,52,1536,41,185,20,33560
20221125,7,7,1025,510.38,12,958,0,5,195,876,5,106,20,20500
20220930,7,4,611,301.93,69,2691,0,4,100,567,63,146,20,12220
20220922,7,5,1665,677.65,61,2343,0,7,187,1653,64,70,20,33300
20220207,1,31,1498,671.2,29,1768,0,6,121,1365,29,145,25,37450
20220404,4,15,1920,1079.3,52,1992,0,5,51,1825,55,145,70,134400
20220405,6,49,1025,529.51,30,2454,0,4,101,1031,23,189,300,307500
20221101,1,37,1190,539.36,19,966,0,11,199,1079,24,92,25,29750
20220310,6,25,1444,687.35,40,2211,0,7,84,1347,27,159,300,433200
20221114,5,9,1851,1069.03,70,2469,0,7,71,1920,59,159,100,185100
20220824,1,8,1794,807.54,18,1523,0,7,164,1876,4,65,25,44850
20221130,6,6,574,320.52,17,849,0,6,108,647,14,113,300,172200
20220517,5,56,1826,771.56,16,1362,0,7,192,1799,15,74,100,182600
20220317,1,15,1456,785.73,78,2722,0,5,194,1369,79,115,25,36400
20220204,5,9,843,366.31,33,2145,0,5,64,696,23,137,100,84300
20220101,2,20,1786,909.16,42,2173,0,9,178,1808,28,160,30,53580
20221023,4,59,852,475.98,44,1453,1,11,153,952,51,118,70,59640
20221116,1,31,1320,774.91,61,2918,0,6,78,1399,66,103,25,33000
20220301,5,41,1374,681.88,78,1102,0,10,198,1454,88,192,100,137400
20221116,6,30,550,252.2,68,1872,0,9,56,554,66,167,300,165000
20221215,1,11,896,402.16,36,1920,0,8,150,811,23,78,25,22400
20221124,3,23,601,274.94,63,913,0,7,86,507,70,168,60,36060
20220924,3,33,760,397.33,61,1807,0,7,93,820,57,99,60,45600
20221227,7,25,1458,765.55,53,2591,0,6,116,1353,46,109,20,29160
20220817,2,31,1597,686.59,24,1871,0,8,178,1563,14,67,30,47910
20220927,2,58,1553,728.81,16,2181,0,6,140,1573,4,195,30,46590
20221112,6,28,1417,606.39,70,2983,0,6,70,1387,58,76,300,425100
20221013,1,38,572,300.1,42,1200,0,5,129,669,45,147,25,14300
20221018,6,42,865,360.52,37,1911,0,4,156,725,38,104,300,259500
20220801,1,4,911,526.06,59,2628,0,9,169,875,58,88,25,22775
20220614,2,49,888,513.28,65,2191,1,5,59,788,73,109,30,26640
20220105,5,26,1490,808.06,47,2900,1,10,93,1539,44,196,100,149000
20221205,1,3,1227,629.45,56,1997,0,10,113,1172,45,105,25,30675
20220319,1,62,1582,848.48,66,2379,0,4,100,1630,75,173,25,39550
20220303,4,31,1504,611.02,17,1332,0,4,184,1515,13,91,70,105280
20220512,6,27,906,373.41,62,2429,0,9,160,830,72,154,300,271800
20220330,3,13,976,513.9,54,2978,0,10,69,862,43,175,60,58560
20220825,1,37,1932,775.17,47,878,0,6,63,1942,36,63,25,48300
20220211,6,4,598,322.07,61,2083,1,5,186,596,56,116,300,179400
20220330,3,19,1639,972.13,71,1191,0,11,116,1736,69,70,60,98340
20221023,3,39,1052,626.4,28,2845,0,5,156,1050,25,69,60,63120
20221124,6,50,1150,485.89,53,1385,0,11,186,1156,57,194,300,345000
20221022,5,20,854,435.07,61,1642,0,11,79,819,64,182,100,85400
20220414,6,33,1087,648.14,24,2772,1,10,172,1121,13,199,300,326100
20220114,7,39,1549,798.48,69,2617,0,7,177,1417,59,195,20,30980
20221015,5,3,770,411.86,15,1687,1,11,80,824,24,51,100,77000
20220628,1,11,861,491.85,61,2077,0,11,174,820,69,99,25,21525
20220505,5,40,1104,479.1,15,1154,1,11,51,1100,13,161,100,110400
20221219,3,36,1035,574.27,75,1343,0,4,151,1101,67,94,60,62100
20220123,6,28,576,240.51,23,2400,0,8,191,577,24,148,300,172800
20220304,2,44,1338,632.02,75,2481,1,11,72,1299,63,70,30,40140
20220523,4,20,1777,1064.44,43,2277,0,6,177,1771,41,121,70,124390
20220602,5,17,1626,886.74,74,1311,0,11,136,1679,68,137,100,162600
20220525,2,25,1474,660.78,53,2042,0,11,183,1523,49,117,30,44220
20220813,7,44,940,435.93,65,2110,0,5,62,895,53,190,20,18800
20221105,4,54,614,293.18,66,1986,0,8,118,671,63,87,70,42980
20220414,4,38,817,465.55,49,2000,1,9,191,743,46,122,70,57190
20220414,2,40,947,561.82,79,1092,0,8,162,804,84,50,30,28410
20220208,3,32,1741,1011.3,28,2163,0,4,186,1801,23,61,60,104460
20220717,1,29,1661,885.34,43,1697,0,11,134,1562,44,187,25,41525
20220514,2,31,1253,644.14,37,1353,0,10,133,1220,27,147,30,37590
20220308,6,30,1309,767.73,18,1539,1,10,95,1364,12,115,300,392700
20220628,2,25,1883,935.35,63,2038,0,10,131,1946,52,125,30,56490
20220211,7,16,1451,774.32,17,830,0,6,132,1509,18,189,20,29020
20220115,5,57,1313,635.13,41,2210,0,5,99,1250,39,175,100,131300
20220421,3,60,1296,746.25,14,1591,0,4,100,1165,22,177,60,77760
20220606,4,57,874,519.37,67,1391,0,5,106,822,54,87,70,61180
20221016,3,39,1097,557.5,70,2785,0,9,173,1070,60,161,60,65820
20220819,6,54,1608,782.59,74,1960,0,8,195,1597,69,91,300,482400
20220606,6,58,1308,672.69,67,2074,0,5,153,1323,70,128,300,392400
20220207,2,20,800,386.67,28,1945,1,11,142,860,29,55,30,24000
20220407,2,57,1720,1026.56,49,2183,0,6,147,1725,43,149,30,51600
20221016,7,45,1349,713.42,75,1582,0,7,54,1315,68,105,20,26980
20220911,6,1,595,241.83,54,2463,0,8,161,466,57,168,300,178500
20220715,2,37,1232,703.99,11,1326,0,10,142,1178,17,98,30,36960
20220327,6,56,563,280.83,27,940,0,11,113,419,36,83,300,168900
20221118,1,4,850,433.67,73,2897,0,4,187,939,69,64,25,21250
20220110,1,8,527,283.95,74,2160,1,7,146,504,64,75,25,13175
20220105,2,48,1249,728.74,78,2593,0,6,172,1281,80,62,30,37470
20220503,7,30,1589,888.86,77,2476,0,5,64,1644,63,187,20,31780
20221126,4,25,1929,849.64,17,2636,0,5,199,1872,19,84,70,135030
20221219,2,18,1221,490.37,14,1447,1,8,195,1244,10,93,30,36630
20220428,5,1,531,300.85,37,1703,1,8,175,533,33,127,100,53100
20221021,6,6,648,316.95,33,1059,0,7,124,544,19,152,300,194400
20220608,1,1,1291,627.16,34,1890,0,10,97,1181,27,119,25,32275
20221030,1,4,1089,487.29,57,2802,1,9,112,1149,47,56,25,27225
20220816,3,1,892,502.17,58,1951,0,11,154,889,65,159,60,53520
20221231,7,26,1424,660.86,43,2821,0,6,140,1480,34,198,20,28480
20220804,7,8,1740,785.56,36,2147,0,6,151,1665,37,149,20,34800
20220703,3,15,1926,926.12,28,2427,1,8,88,1869,34,130,60,115560
20220115,5,55,901,368.46,30,2641,0,6,50,817,30,97,100,90100
20220606,6,3,1396,589.54,55,881,0,9,154,1470,43,109,300,418800
20220516,3,25,1679,777.76,34,2454,0,5,56,1596,25,124,60,100740
20220918,7,11,1325,669.59,60,1434,0,11,116,1296,65,142,20,26500
20220606,1,6,1121,651.43,11,2794,0,9,116,1160,10,79,25,28025
20220216,1,33,1490,799.66,74,931,0,5,100,1498,79,178,25,37250
20221120,5,48,1499,804.58,72,1249,0,6,193,1416,70,108,100,149900
20221128,1,57,1791,868.52,21,1115,0,10,172,1786,28,120,25,44775
20220622,5,60,1146,500,33,1662,0,11,65,1045,33,142,100,114600
